no,Time,POI,UserID/MemID,設置點,緯度,經度,BPL UID,age,0(男)/1(女),天氣
1554,2022/2/4 22:21,"0150deb7d0,0233",U3ad0aa9093812235f4b3776723fc9192,WENWENSUB,23.57574,119.56856,235112,48,1,風
2869,2022/3/20 15:14,"0150deb7d0,0246",U3ad0aa9093812235f4b3776723fc9192,達咖啡,23.56737,119.56745,369247,48,1,陰雨
2882,2022/3/20 18:34,"0150deb7d0,0086",U3ad0aa9093812235f4b3776723fc9192,憲作食品商行喜歡義式霜淇淋的你,23.5664,119.56782,370040,48,1,陰雨
2963,2022/3/22 10:32,"0150deb7d0,0027",U3ad0aa9093812235f4b3776723fc9192,五鮮上醬海產專賣,23.56580466,119.5654261,374211,48,1,陰雨
2964,2022/3/22 10:38,"0150deb7d0,0066",U3ad0aa9093812235f4b3776723fc9192,北海道海產專賣店,23.56637,119.56886,374230,48,1,陰雨
2972,2022/3/22 12:13,"0150deb7d0,0072",U3ad0aa9093812235f4b3776723fc9192,日香美食坊歡迎您～,23.57466,119.5768,374576,48,1,陰雨
3281,2022/3/28 09:22,"0150deb7d0,0437",U3ad0aa9093812235f4b3776723fc9192,台灣大餅早午餐,23.56718,119.56441,392654,48,1,雨
3485,2022/3/31 11:06,"0150deb7d0,0412",U3ad0aa9093812235f4b3776723fc9192,四方早餐店,23.56619,119.58263,401085,48,1,陰風
3824,2022/3/9 13:26,"0150deb7d0,0032",U3ad0aa9093812235f4b3776723fc9192,澎湖伯伴手禮坊,23.57123973,119.5799884,335047,48,1,晴多雲
3947,2022/4/10 10:41,"0150deb7d0,0338",U3ad0aa9093812235f4b3776723fc9192,曾記滿福堂擔仔麵,23.57406,119.57323,429723,48,1,多雲
3948,2022/4/10 10:44,"0150deb7d0,0062",U3ad0aa9093812235f4b3776723fc9192,小和食光輕食館,23.57465715,119.5734249,429727,48,1,多雲
4753,2022/4/29 07:12,"0150deb7d0,0104",U3ad0aa9093812235f4b3776723fc9192,京典小吃部,23.56481,119.56895,481378,48,1,晴風
5077,2022/4/9 16:15,"0150deb7d0,0079",U3ad0aa9093812235f4b3776723fc9192,冰吧豆花店 打卡送配料~~,23.56673,119.56773,427906,48,1,晴
5078,2022/4/9 16:25,"0150deb7d0,0068",U3ad0aa9093812235f4b3776723fc9192,弗洛伊得飲酒店,23.56755,119.56811,427939,48,1,晴
5084,2022/4/9 17:11,"0150deb7d0,0144",U3ad0aa9093812235f4b3776723fc9192,小小間,23.57003,119.56901,428104,48,1,晴
5104,2022/4/9 21:19,"0150deb7d0,0157",U3ad0aa9093812235f4b3776723fc9192,鮮食堂海鮮蒸鍋,23.56566,119.56462,428867,48,1,晴
5105,2022/4/9 21:29,"0150deb7d0,0123",U3ad0aa9093812235f4b3776723fc9192,源利軒黑糖糕老店,23.56572,119.56496,428899,48,1,晴
1316,2022/2/26 17:18,"0150deb7d0,0236",U746b5e1f8b8bbfd71a0e2e04a7b94c3c,菊楓食堂日式料理,23.57538,119.58058,301198,31,0,多雲晴
1317,2022/2/26 17:26,"0150deb7d0,0442",U9d919058b602b3786dc07bf1d1e8f7b2,佶肯美式漢堡炸雞,23.56354,119.56659,301228,44,1,多雲晴
2085,2022/3/1 17:17,"0150deb7d0,0305",U9d919058b602b3786dc07bf1d1e8f7b2,桃太郎日式料理,23.56613,119.56468,310776,44,1,多雲陰
5000,2022/4/7 18:08,"0150deb7d0,0038",U9d919058b602b3786dc07bf1d1e8f7b2,石滬廣場站,23.56312198,119.5648365,422463,44,1,陰風
1322,2022/2/26 18:34,"0150deb7d0,0116",U03d32f17c0cbd61f601a8566269a2373,金醬府,23.56734,119.5729,301475,20,1,多雲晴
2593,2022/3/17 13:23,"0150deb7d0,0365",U03d32f17c0cbd61f601a8566269a2373,臭臉大叔?烤甜圈,23.56494,119.56494,360161,20,1,雨陰
3979,2022/4/10 18:58,"0150deb7d0,0328",U03d32f17c0cbd61f601a8566269a2373,瑞師父海菜煎餅,23.56579,119.56542,431363,20,1,多雲
3980,2022/4/10 18:58,"0150deb7d0,0159",U03d32f17c0cbd61f601a8566269a2373,澎湖甘草芭樂,23.56577,119.56529,431366,20,1,多雲
3981,2022/4/10 19:07,"0150deb7d0,0432",U03d32f17c0cbd61f601a8566269a2373,多那之澎湖店,23.56483,119.56537,431386,20,1,多雲
4432,2022/4/20 13:27,"0150deb7d0,0330",U03d32f17c0cbd61f601a8566269a2373,招柴莉莉,23.57278,119.57504,458484,20,1,陰多雲
5021,2022/4/8 13:33,"0150deb7d0,0197",U03d32f17c0cbd61f601a8566269a2373,嚐香聚牛肉麵,23.57425,119.57308,424394,20,1,晴
1338,2022/2/26 21:10,"0150deb7d0,0359",U04b87382990d38b86e89d0f148bafe7d,Bella調酒專賣店,23.56855353,119.567152,302019,54,1,多雲晴
2310,2022/3/12 19:01,"0150deb7d0,0324",U04b87382990d38b86e89d0f148bafe7d,榕徽嬤?吃吃喝喝,23.56909,119.59924,346070,54,1,晴
2322,2022/3/12 21:46,"0150deb7d0,0139",U04b87382990d38b86e89d0f148bafe7d,紫光複合式餐飲,23.56601,119.56687,346627,54,1,晴
1348,2022/2/27 10:35,"0150deb7d0,0040",U2b19812017278c4fbe06ca761489d15e,自由塔,23.56993769,119.5713121,302823,64,0,陰風 
1349,2022/2/27 10:38,"0150deb7d0,0207",U2b19812017278c4fbe06ca761489d15e,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,302826,64,0,陰風 
1351,2022/2/27 11:10,"0150deb7d0,0329",U2b19812017278c4fbe06ca761489d15e,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,302892,64,0,陰風 
1371,2022/2/27 15:41,"0150deb7d0,0044",U2b19812017278c4fbe06ca761489d15e,通樑古榕,23.65648794,119.5567078,303785,64,0,陰風 
3053,2022/3/23 17:12,"0150deb7d0,0339",U2b19812017278c4fbe06ca761489d15e,秀秀蔥大餅,23.5764,119.57411,378760,64,0,小雨風
1365,2022/2/27 14:14,"0150deb7d0,0328",U4318c18d78a35e2d646db31b63ef92c6,瑞師父海菜煎餅,23.56579,119.56542,303467,55,0,陰風 
2238,2022/3/11 16:24,"0150deb7d0,0177",U4318c18d78a35e2d646db31b63ef92c6,夏天茶飲,23.57184,119.57075,342415,55,0,晴
2569,2022/3/16 19:55,"0150deb7d0,0393",U4318c18d78a35e2d646db31b63ef92c6,紐西蘭牛排館,23.57295,119.57542,358489,55,0,陰
2678,2022/3/18 14:17,"0150deb7d0,0311",U4318c18d78a35e2d646db31b63ef92c6,澎湖 朝陽路肉圓,23.57339,119.57697,363346,55,0,陰
2797,2022/3/2 12:29,"0150deb7d0,0078",U4318c18d78a35e2d646db31b63ef92c6,白灣景觀餐廳,23.56154,119.64737,312747,55,0,風
3698,2022/3/6 20:05,"0150deb7d0,0116",U4318c18d78a35e2d646db31b63ef92c6,金醬府,23.56734,119.5729,326642,55,0,風   雨
4409,2022/4/2 14:27,"0150deb7d0,0291",U4318c18d78a35e2d646db31b63ef92c6,天津蔥抓餅,23.57431,119.5792,408615,55,0,小雨
1366,2022/2/27 14:25,"0150deb7d0,0437",U04bf1da296058d615824a06653af27c6,台灣大餅早午餐,23.56718,119.56441,303497,18,1,陰風 
4756,2022/4/29 07:51,"0150deb7d0,0086",U04bf1da296058d615824a06653af27c6,憲作食品商行喜歡義式霜淇淋的你,23.5664,119.56782,481444,18,1,晴風
2736,2022/3/19 12:18,"0150deb7d0,0266",U42cd1dac03b8d84f1d468a0ff03d9969,外垵福氣刈包,23.56469,119.47946,366130,42,1,多雲風
3867,2022/3/9 18:12,"0150deb7d0,0040",U42cd1dac03b8d84f1d468a0ff03d9969,自由塔,23.56993769,119.5713121,336059,42,1,晴多雲
3875,2022/3/9 18:45,"0150deb7d0,0197",U42cd1dac03b8d84f1d468a0ff03d9969,嚐香聚牛肉麵,23.57425,119.57308,336186,42,1,晴多雲
4514,2022/4/22 15:58,"0150deb7d0,0384",U42cd1dac03b8d84f1d468a0ff03d9969,葉子的店,23.57429,119.57824,463774,42,1,晴雨
1404,2022/2/27 20:07,"0150deb7d0,0249",Ubcebb72515b05be35f811b1473e7ab46,秋喜肉蛋吐司,23.56867,119.5675,304761,70,1,陰風 
1405,2022/2/27 20:10,"0150deb7d0,0207",Ubcebb72515b05be35f811b1473e7ab46,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,304781,70,1,陰風 
2728,2022/3/19 13:18,"0150deb7d0,0024",Ubcebb72515b05be35f811b1473e7ab46,澎漁宴餐廳,23.56625705,119.5690162,366299,70,1,多雲風
3171,2022/3/26 18:12,"0150deb7d0,0196",Ubcebb72515b05be35f811b1473e7ab46,馬路益燒肉飯,23.56596,119.56523,388470,70,1,多雲轉小雨
3819,2022/3/8 21:51,"0150deb7d0,0150",Ubcebb72515b05be35f811b1473e7ab46,好享吃小火鍋,23.56745,119.56641,333451,70,1,風多雲
4428,2022/4/2 09:31,"0150deb7d0,0381",Ubcebb72515b05be35f811b1473e7ab46,信誼海產,23.571,119.57133,407717,70,1,小雨
1415,2022/2/27 21:06,"0150deb7d0,0144",U5b3fe9d02db35c6c6345c48d65025a8a,小小間,23.57003,119.56901,304966,59,0,陰風 
1757,2022/2/6 21:23,"0150deb7d0,0160",U5b3fe9d02db35c6c6345c48d65025a8a,海玩子雞蛋糕,23.56997,119.56894,239906,59,0,風
3664,2022/3/6 15:38,"0150deb7d0,0292",U5b3fe9d02db35c6c6345c48d65025a8a,Mr.大雞,23.57226,119.57626,325676,59,0,風   雨
4695,2022/4/27 21:51,"0150deb7d0,0162",U5b3fe9d02db35c6c6345c48d65025a8a,鯨 鯊威瑪,23.5667,119.56479,477616,59,0,晴多雲
1419,2022/2/27 09:22,"0150deb7d0,0003",Ubc7e2353047bee426113beee5fcc31df,七美小棧,23.19605,119.42013,302732,24,0,陰風 
1446,2022/2/28 12:47,"0150deb7d0,0221",U861f6a1343901d593f2d3721bad73ad8,回鄉餐館-(義大利麵 濃湯 炒飯 便當),23.56406,119.58901,306229,22,0,晴多雲
1509,2022/2/3 10:51,"0150deb7d0,0078",U1f10a3bbd5ee032879ed912cde775468,白灣景觀餐廳,23.56154,119.64737,230627,49,0,風轉小雨
1549,2022/2/3 09:28,"0150deb7d0,0437",Ub830fb93efdd9a78c5c3a5364e8a6599,台灣大餅早午餐,23.56718,119.56441,230458,65,0,風轉小雨
1796,2022/2/7 12:55,"0150deb7d0,0305",Ub830fb93efdd9a78c5c3a5364e8a6599,桃太郎日式料理,23.56613,119.56468,240831,65,0,雨
2477,2022/3/15 16:32,"0150deb7d0,0123",Ub830fb93efdd9a78c5c3a5364e8a6599,源利軒黑糖糕老店,23.56572,119.56496,354427,65,0,多雲
3127,2022/3/25 16:43,"0150deb7d0,0149",Ub830fb93efdd9a78c5c3a5364e8a6599,拾捌度C鮮果茶飲站,23.57436,119.5795,384865,65,0,陰
3443,2022/3/30 16:03,"0150deb7d0,0403",Ub830fb93efdd9a78c5c3a5364e8a6599,恐龍炭烤饅頭,23.56671,119.56477,399452,65,0,多雲
3622,2022/3/5 17:25,"0150deb7d0,0157",Ub830fb93efdd9a78c5c3a5364e8a6599,鮮食堂海鮮蒸鍋,23.56566,119.56462,323196,65,0,陰風
3879,2022/3/9 19:25,"0150deb7d0,0291",Ub830fb93efdd9a78c5c3a5364e8a6599,天津蔥抓餅,23.57431,119.5792,336339,65,0,晴多雲
3966,2022/4/10 16:42,"0150deb7d0,0295",Ub830fb93efdd9a78c5c3a5364e8a6599,獨領風騷,23.56815,119.56751,430897,65,0,多雲
3967,2022/4/10 16:42,"0150deb7d0,0240",Ub830fb93efdd9a78c5c3a5364e8a6599,文化路蔥油餅,23.56825,119.56753,430899,65,0,多雲
4796,2022/4/3 21:59,"0150deb7d0,0162",Ub830fb93efdd9a78c5c3a5364e8a6599,鯨 鯊威瑪,23.5667,119.56479,412286,65,0,陰風
1569,2022/2/4 12:01,"0150deb7d0,0337",Uc095f0d0fef2b8b944ab75ab214c1ddc,金海集,23.56305,119.56706,233388,79,1,風
1596,2022/2/4 16:36,"0150deb7d0,0067",U1b40e72341827a596ed5f15f41ae0797,海貝創意工作室,23.56451,119.56438,234134,66,0,風
1603,2022/2/4 18:21,"0150deb7d0,0123",U1b40e72341827a596ed5f15f41ae0797,源利軒黑糖糕老店,23.56572,119.56496,234448,66,0,風
1623,2022/2/5 10:19,"0150deb7d0,0207",U531517174150d1be32fe51e8aaefa6a5,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,235757,53,0,陰風 
1666,2022/2/5 19:03,"0150deb7d0,0124",Uad141752cde927c3219871892811d192,峰鮮宴隱市食堂,23.56359,119.5808,237010,65,1,陰風 
1685,2022/2/5 09:54,"0150deb7d0,0305",U1998bb9145377ffd184a45e1a69f6697,桃太郎日式料理,23.56613,119.56468,235724,24,0,陰風 
1693,2022/2/6 10:46,"0150deb7d0,0139",U2e389c3e284e5d7a1852e9861a6d50b9,紫光複合式餐飲,23.56601,119.56687,238238,37,0,風
1698,2022/2/6 23:44,"0150deb7d0,0072",Uba9354c8a38fbd91f73b5355a39c2c02,日香美食坊歡迎您～,23.57466,119.5768,240157,65,0,風
1779,2022/2/7 11:32,"0150deb7d0,0153",U6f18932b6fafa978af904b80b3c3643d,找食間,23.57331,119.56867,240612,40,1,雨
4127,2022/4/13 21:23,"0150deb7d0,0332",U6f18932b6fafa978af904b80b3c3643d,小螞蟻牛排,23.56836,119.56831,440980,40,1,晴
1789,2022/2/7 12:19,"0150deb7d0,0365",U063bbcdfeb452c959da76fb2ed9eb85b,臭臉大叔?烤甜圈,23.56494,119.56494,240737,67,0,雨
1793,2022/2/7 12:44,"0150deb7d0,0166",U063bbcdfeb452c959da76fb2ed9eb85b,海森海聲,23.56493,119.56501,240793,67,0,雨
1829,2022/2/7 16:33,"0150deb7d0,0207",U063bbcdfeb452c959da76fb2ed9eb85b,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,241480,67,0,雨
1865,2022/2/8 22:01,"0150deb7d0,0024",U193d2d70b632e6fdc8f14dc8e9e22626,澎漁宴餐廳,23.56625705,119.5690162,245791,69,0,風
1950,2022/2/9 13:56,"0150deb7d0,0040",Uc3f3e2177402a487f3e3e4443e5d8ecd,自由塔,23.56993769,119.5713121,246569,56,1,風
2616,2022/3/17 14:00,"0150deb7d0,0246",Uc3f3e2177402a487f3e3e4443e5d8ecd,達咖啡,23.56737,119.56745,360277,56,1,雨陰
2749,2022/3/19 17:43,"0150deb7d0,0376",Uc3f3e2177402a487f3e3e4443e5d8ecd,無名麵食館,23.56843,119.56965,367148,56,1,多雲風
2750,2022/3/19 17:43,"0150deb7d0,0370",Uc3f3e2177402a487f3e3e4443e5d8ecd,美味登場飯麵館,23.56881,119.57029,367150,56,1,多雲風
2793,2022/3/2 11:49,"0150deb7d0,0144",Uc3f3e2177402a487f3e3e4443e5d8ecd,小小間,23.57003,119.56901,312602,56,1,風
3213,2022/3/27 11:48,"0150deb7d0,0373",Uc3f3e2177402a487f3e3e4443e5d8ecd,美德西點麵包店,23.5706,119.57208,389987,56,1,陰雨
4195,2022/4/15 18:59,"0150deb7d0,0134",Uc3f3e2177402a487f3e3e4443e5d8ecd,呷飽飽燒烤屋,23.57558,119.58025,446260,56,1,風
1968,2022/2/9 14:01,"0150deb7d0,0123",U62bd4efb515105a7b9d41effa5947936,源利軒黑糖糕老店,23.56572,119.56496,246580,43,1,風
3204,2022/3/27 22:41,"0150deb7d0,0336",U62bd4efb515105a7b9d41effa5947936,品川元麻辣串串,23.56319,119.59046,392144,43,1,陰雨
2012,2022/2/9 20:30,"0150deb7d0,0347",Uceede1d34b5792bd462eec9bc478217e,提樂茶飲專賣店,23.56668,119.5654,247644,70,1,風
2035,2022/3/1 13:11,"0150deb7d0,0144",Uff3df0a9342ddfffe69b2090f13fd909,小小間,23.57003,119.56901,309832,68,0,多雲陰
3671,2022/3/6 17:14,"0150deb7d0,0066",Uff3df0a9342ddfffe69b2090f13fd909,北海道海產專賣店,23.56637,119.56886,325957,68,0,風   雨
4446,2022/4/20 16:58,"0150deb7d0,0295",Uff3df0a9342ddfffe69b2090f13fd909,獨領風騷,23.56815,119.56751,459107,68,0,陰多雲
5020,2022/4/8 13:17,"0150deb7d0,0202",Uff3df0a9342ddfffe69b2090f13fd909,原豆工坊咖啡專賣店,23.56409,119.56508,424344,68,0,晴
2055,2022/3/1 12:26,"0150deb7d0,0244",U112c189df934118d73cf1b6a436545a2,三ㄚ店&潮style,23.56705,119.56538,309673,48,0,多雲陰
2124,2022/3/1 20:22,"0150deb7d0,0072",U112c189df934118d73cf1b6a436545a2,日香美食坊歡迎您～,23.57466,119.5768,311451,48,0,多雲陰
2748,2022/3/19 16:18,"0150deb7d0,0372",U112c189df934118d73cf1b6a436545a2,ㄇㄇ的臭豆腐,23.55258,119.61097,366849,48,0,多雲風
2772,2022/3/19 21:37,"0150deb7d0,0218",U112c189df934118d73cf1b6a436545a2,滷底撈-澎湖店,23.56499,119.58107,367789,48,0,多雲風
2819,2022/3/2 17:54,"0150deb7d0,0024",U112c189df934118d73cf1b6a436545a2,澎漁宴餐廳,23.56625705,119.5690162,313984,48,0,風
3776,2022/3/8 12:16,"0150deb7d0,0091",U112c189df934118d73cf1b6a436545a2,玻玻飲食店,23.57971,119.57924,331187,48,0,風多雲
3927,2022/4/1 18:49,"0150deb7d0,0109",U112c189df934118d73cf1b6a436545a2,萬泰食品,23.57515,119.56779,406150,48,0,風
4267,2022/4/17 16:53,"0150deb7d0,0374",U112c189df934118d73cf1b6a436545a2,奶油蝴蝶烘焙坊,23.57647,119.57387,450598,48,0,風
2093,2022/3/1 17:49,"0150deb7d0,0412",U807a1ba1e6e3ba2cde960cd83f200d77,四方早餐店,23.56619,119.58263,310939,27,1,多雲陰
2325,2022/3/13 13:35,"0150deb7d0,0016",U807a1ba1e6e3ba2cde960cd83f200d77,海島海產大賣場,23.56576883,119.5655136,347811,27,1,晴
2714,2022/3/18 19:11,"0150deb7d0,0334",U807a1ba1e6e3ba2cde960cd83f200d77,小熊與樹小熊燒馬公店,23.56762,119.58277,364346,27,1,陰
3271,2022/3/28 18:05,"0150deb7d0,0077",U807a1ba1e6e3ba2cde960cd83f200d77,海島咖啡館,23.56851,119.58306,394040,27,1,雨
3890,2022/3/9 08:43,"0150deb7d0,0249",U807a1ba1e6e3ba2cde960cd83f200d77,秋喜肉蛋吐司,23.56867,119.5675,334194,27,1,晴多雲
3895,2022/3/9 09:56,"0150deb7d0,0432",U807a1ba1e6e3ba2cde960cd83f200d77,多那之澎湖店,23.56483,119.56537,334332,27,1,晴多雲
3896,2022/3/9 09:58,"0150deb7d0,0074",U807a1ba1e6e3ba2cde960cd83f200d77,媽宮海產行到了！,23.56491,119.56533,334343,27,1,晴多雲
2140,2022/3/10 13:37,"0150deb7d0,0008",Uc4a0508f9e861b6062ed935e177b780d,典醬家,23.56933086,119.5898642,338333,71,1,晴
2143,2022/3/10 22:05,"0150deb7d0,0262",Uc17d732d4b25b2e3420e0bd8424619b6,登峰藝品行(登峰特產行),23.56505,119.56522,340270,66,1,晴
3962,2022/4/10 02:53,"0150deb7d0,0040",Uc17d732d4b25b2e3420e0bd8424619b6,自由塔,23.56993769,119.5713121,429288,66,1,多雲
4536,2022/4/23 13:19,"0150deb7d0,0270",Uc17d732d4b25b2e3420e0bd8424619b6,秀鳳姐的店,23.65345,119.5177,465838,66,1,多雲晴
2752,2022/3/19 17:58,"0150deb7d0,0246",U51273fc9b487244a7479ffa1bbcaa54a,達咖啡,23.56737,119.56745,367202,66,1,多雲風
2950,2022/3/21 20:50,"0150deb7d0,0401",U51273fc9b487244a7479ffa1bbcaa54a,駱哥港式點心,23.56584,119.56856,373124,66,1,陰
2952,2022/3/21 20:57,"0150deb7d0,0152",U51273fc9b487244a7479ffa1bbcaa54a,邁泰MAI TAI THAI TEA,23.56667,119.56486,373147,66,1,陰
3177,2022/3/26 19:03,"0150deb7d0,0308",U51273fc9b487244a7479ffa1bbcaa54a,沐一日式豬排專賣店,23.57319,119.57316,388631,66,1,多雲轉小雨
3798,2022/3/8 17:34,"0150deb7d0,0150",U51273fc9b487244a7479ffa1bbcaa54a,好享吃小火鍋,23.56745,119.56641,332462,66,1,風多雲
3802,2022/3/8 17:47,"0150deb7d0,0073",U51273fc9b487244a7479ffa1bbcaa54a,鑫億海產行 (頂級幹貝醬&名產),23.56648,119.56535,332529,66,1,風多雲
4983,2022/4/7 15:33,"0150deb7d0,0292",U51273fc9b487244a7479ffa1bbcaa54a,Mr.大雞,23.57226,119.57626,421805,66,1,陰風
4984,2022/4/7 15:45,"0150deb7d0,0335",U51273fc9b487244a7479ffa1bbcaa54a,外婆麵猴,23.57246,119.57467,421823,66,1,陰風
4985,2022/4/7 15:47,"0150deb7d0,0330",U51273fc9b487244a7479ffa1bbcaa54a,招柴莉莉,23.57278,119.57504,421829,66,1,陰風
4986,2022/4/7 15:52,"0150deb7d0,0231",U51273fc9b487244a7479ffa1bbcaa54a,青泉豆花,23.57472,119.57821,421846,66,1,陰風
5001,2022/4/7 18:37,"0150deb7d0,0295",U51273fc9b487244a7479ffa1bbcaa54a,獨領風騷,23.56815,119.56751,422563,66,1,陰風
5002,2022/4/7 18:39,"0150deb7d0,0202",U51273fc9b487244a7479ffa1bbcaa54a,原豆工坊咖啡專賣店,23.56409,119.56508,422571,66,1,陰風
5018,2022/4/7 21:09,"0150deb7d0,0436",U51273fc9b487244a7479ffa1bbcaa54a,味真香新港鴨肉羹臭豆腐,23.57536,119.57442,422936,66,1,陰風
2180,2022/3/10 17:35,"0150deb7d0,0072",Uc29afc3b7c255de25b9b14f224b4a3f5,日香美食坊歡迎您～,23.57466,119.5768,339363,21,1,晴
2299,2022/3/12 17:18,"0150deb7d0,0008",Uc29afc3b7c255de25b9b14f224b4a3f5,典醬家,23.56933086,119.5898642,345764,21,1,晴
2305,2022/3/12 18:23,"0150deb7d0,0336",Uc29afc3b7c255de25b9b14f224b4a3f5,品川元麻辣串串,23.56319,119.59046,345956,21,1,晴
2412,2022/3/14 17:16,"0150deb7d0,0227",Uc29afc3b7c255de25b9b14f224b4a3f5,小林包子饅頭店,23.5685,119.56895,351473,21,1,陰
2414,2022/3/14 17:45,"0150deb7d0,0139",Uc29afc3b7c255de25b9b14f224b4a3f5,紫光複合式餐飲,23.56601,119.56687,351587,21,1,陰
2539,2022/3/16 12:15,"0150deb7d0,0040",Uc29afc3b7c255de25b9b14f224b4a3f5,自由塔,23.56993769,119.5713121,356841,21,1,陰
2579,2022/3/16 09:02,"0150deb7d0,0074",Uc29afc3b7c255de25b9b14f224b4a3f5,媽宮海產行到了！,23.56491,119.56533,356189,21,1,陰
2582,2022/3/16 09:07,"0150deb7d0,0244",Uc29afc3b7c255de25b9b14f224b4a3f5,三ㄚ店&潮style,23.56705,119.56538,356213,21,1,陰
2583,2022/3/16 09:10,"0150deb7d0,0437",Uc29afc3b7c255de25b9b14f224b4a3f5,台灣大餅早午餐,23.56718,119.56441,356226,21,1,陰
2584,2022/3/16 09:13,"0150deb7d0,0395",Uc29afc3b7c255de25b9b14f224b4a3f5,大口香雞排,23.56719,119.56471,356232,21,1,陰
2588,2022/3/16 09:42,"0150deb7d0,0246",Uc29afc3b7c255de25b9b14f224b4a3f5,達咖啡,23.56737,119.56745,356300,21,1,陰
2758,2022/3/19 18:56,"0150deb7d0,0150",Uc29afc3b7c255de25b9b14f224b4a3f5,好享吃小火鍋,23.56745,119.56641,367394,21,1,多雲風
2975,2022/3/22 12:18,"0150deb7d0,0221",Uc29afc3b7c255de25b9b14f224b4a3f5,回鄉餐館-(義大利麵 濃湯 炒飯 便當),23.56406,119.58901,374593,21,1,陰雨
2978,2022/3/22 14:56,"0150deb7d0,0103",Uc29afc3b7c255de25b9b14f224b4a3f5,聚鮮食堂,23.5645,119.56516,375155,21,1,陰雨
3080,2022/3/24 23:40,"0150deb7d0,0218",Ua112ce5b56622ef616d968210a076fb2,滷底撈-澎湖店,23.56499,119.58107,382695,32,0,小雨陰
3512,2022/3/31 19:29,"0150deb7d0,0116",Ua112ce5b56622ef616d968210a076fb2,金醬府,23.56734,119.5729,402840,32,0,陰風
3592,2022/3/5 13:54,"0150deb7d0,0057",Ua112ce5b56622ef616d968210a076fb2,澎湖海洋地質公園中心(1F),23.56642,119.57891,322487,32,0,陰風
3597,2022/3/5 10:47,"0150deb7d0,0036",Ua112ce5b56622ef616d968210a076fb2,岩質咖啡,23.56646069,119.5790493,322056,32,0,陰風
4025,2022/4/11 20:14,"0150deb7d0,0201",Ua112ce5b56622ef616d968210a076fb2,福鴨鴨肉大王,23.56578,119.56406,434584,32,0,多雲
2219,2022/3/11 12:07,"0150deb7d0,0040",Ubb7bd782fd5337514c1d85df38fbdfdf,自由塔,23.56993769,119.5713121,341541,55,1,晴
4329,2022/4/18 18:51,"0150deb7d0,0139",Ubb7bd782fd5337514c1d85df38fbdfdf,紫光複合式餐飲,23.56601,119.56687,454055,55,1,陰風
2225,2022/3/11 12:46,"0150deb7d0,0062",U576b3fdf0e03ad497c74522198808ee9,小和食光輕食館,23.57465715,119.5734249,341670,25,1,晴
3149,2022/3/26 13:09,"0150deb7d0,0165",U576b3fdf0e03ad497c74522198808ee9,熊掌心健康果茶,23.56358,119.56499,387197,25,1,多雲轉小雨
3176,2022/3/26 19:00,"0150deb7d0,0116",U576b3fdf0e03ad497c74522198808ee9,金醬府,23.56734,119.5729,388625,25,1,多雲轉小雨
4171,2022/4/15 11:44,"0150deb7d0,0150",U576b3fdf0e03ad497c74522198808ee9,好享吃小火鍋,23.56745,119.56641,444790,25,1,風
4455,2022/4/20 18:33,"0150deb7d0,0159",U576b3fdf0e03ad497c74522198808ee9,澎湖甘草芭樂,23.56577,119.56529,459500,25,1,陰多雲
4833,2022/4/4 12:04,"0150deb7d0,0050",U576b3fdf0e03ad497c74522198808ee9,澎湖海洋地質公園中心,23.56633846,119.5787976,413318,25,1,風
5010,2022/4/7 20:07,"0150deb7d0,0217",U576b3fdf0e03ad497c74522198808ee9,趴兔PART TWO茶坊,23.56289,119.58495,422819,25,1,陰風
2316,2022/3/12 19:39,"0150deb7d0,0083",U4ba4b9517dbf8415003929d6352d2e92,海功商號(波霸花枝丸、月亮蝦餅、當季海鮮宅配),23.56542,119.56562,346192,40,0,晴
2317,2022/3/12 19:55,"0150deb7d0,0201",U853ce517bec7336a91abf063635f7260,福鴨鴨肉大王,23.56578,119.56406,346282,43,1,晴
2329,2022/3/13 10:44,"0150deb7d0,0338",U238dc40991a5e0ddd10ae44a367bf01a,曾記滿福堂擔仔麵,23.57406,119.57323,347344,44,0,晴
2330,2022/3/13 10:46,"0150deb7d0,0149",U238dc40991a5e0ddd10ae44a367bf01a,拾捌度C鮮果茶飲站,23.57436,119.5795,347346,44,0,晴
3857,2022/3/9 16:00,"0150deb7d0,0036",U238dc40991a5e0ddd10ae44a367bf01a,岩質咖啡,23.56646069,119.5790493,335518,44,0,晴多雲
3858,2022/3/9 16:04,"0150deb7d0,0057",U238dc40991a5e0ddd10ae44a367bf01a,澎湖海洋地質公園中心(1F),23.56642,119.57891,335526,44,0,晴多雲
4654,2022/4/26 07:42,"0150deb7d0,0226",Ufb55cf9c80d5552ee0acf2fd81a4c299,津旺素食,23.56742,119.5681,472550,59,1,晴多雲
4655,2022/4/26 08:22,"0150deb7d0,0360",Ufb55cf9c80d5552ee0acf2fd81a4c299,芳遠水果行,23.56751,119.56721,472590,59,1,晴多雲
2354,2022/3/13 18:02,"0150deb7d0,0017",U2836726225b9ab0825c9eca84b931fe9,清香活海鮮,23.56667473,119.5691316,348672,60,1,晴
